id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,text,aug_text
616,1,26,26,26,0.44,0.7,0.9583154291561532,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . ","there 'sulfur really only one practiced mind in this pic , but the conductor runs with it and presents it with an unforgettable visual panache . "
27,1,23,23,23,0.5019762845849802,0.8,0.6495032795712709,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,it 'randomness an quirky treat that pokes fun at the democratic exercise while also examining its significance for those who take part . 
574,0,15,15,14,0.5824175824175825,0.8,0.6872197364145163,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ","a tolerant , melodramatic estrogen opera that 's pretty toxic in IT own right . "
203,0,2,2,2,1.0,1.0,1.0,bad . ,bad . 
665,1,24,24,24,0.5507246376811594,0.8,0.8531186422414799,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ","and if you 're not nearly moved to snap by a couple of scenes , you 've arrive ice water in your veins . "
718,1,13,13,12,0.7272727272727273,1.0,0.9922824539451375,"this is human comedy at its most amusing , interesting and confirming . ","this is human comedy at IT most amusing , interesting and confirming . "
859,1,15,15,15,1.0,1.0,0.9999999999999999,"add yet another hat to a talented head , clooney 's a good director . ","add yet another hat to a talented head , clooney 's a good director . "
429,0,20,20,20,0.7473684210526316,0.9,0.9519562230491573,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ","the film 's threadbare message is not helped by the thin characterizations , nonexistent patch and pretentious visual style . "
225,1,21,21,20,0.7368421052631579,0.9,0.8985070149512641,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ","far more imaginative and ambitious than the little , cash-in lineament jukebox has made from IT former animated tv series . "
459,1,43,43,43,0.8383167220376523,1.0,0.992035498598075,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that helium is one of the luckiest men alive . "
603,1,17,17,17,0.7058823529411765,0.9,0.9539678827782208,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ","first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little cinema . "
284,0,6,6,6,1.0,1.0,1.0000000000000002,directed in a paint-by-numbers manner . ,directed in a paint-by-numbers manner . 
828,0,37,37,37,0.6666666666666666,0.7,0.957873183495273,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ","this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a sottish roundhouse , and whatever passes for logic is a component of the last plot device left standing . "
6,0,5,5,5,1.0,1.0,1.0,a sometimes tedious film . ,a sometimes tedious film . 
777,1,31,31,31,1.0,1.0,1.0,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . "
825,1,27,27,27,1.0,1.0,1.0,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . 
163,0,44,44,44,0.5539112050739958,0.6,0.9257899095602259,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , wherefore spend money on a dog care this when you can rent a pedigree instead ? "
714,1,23,23,23,1.0,1.0,1.0,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
856,1,23,23,23,0.6284584980237155,0.8,0.929283920893706,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in a way , the celluloid feels like a breath of fresh air , but only to those that allow it in . "
348,0,7,7,7,0.7142857142857143,1.0,0.9858978975714682,just one bad idea after another . ,just unitary bad idea after another . 
837,1,10,10,10,0.7777777777777778,1.0,0.7550484822853414,will amuse and provoke adventurous adults in specialty venues . ,testament amuse and chivvy adventurous adults in specialty venues . 
159,1,11,11,11,0.7818181818181819,1.0,0.990590879519383,"like leon , it 's frustrating and still oddly likable . ","same leon , it 's frustrating and still oddly likable . "
220,1,19,19,19,0.543859649122807,0.7,0.8928570094817282,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,the socio-histo-political treatise is told in earnest tread ... ( and ) personal illusion is deconstructed with poignancy . 
781,0,6,6,6,1.0,1.0,0.9947296447381944,at once half-baked and overheated . ,at once half-baked and overheat . 
344,1,16,16,16,0.6333333333333333,0.9,0.9373709904660938,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","there is a fabric of complex ideas here , and flavor that profoundly deepen them . "
862,1,42,42,42,0.554006968641115,0.7,0.7085153134499586,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive , cheerful , built to inspire the young multitude , set to an unending soundtrack of beach company pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as commove as a sunburn . "
94,1,24,24,24,0.7536231884057971,0.9,0.9848910304103171,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and eve fascinates U , and he never reduces the situation to simple melodrama . "
389,1,14,14,14,0.7142857142857143,0.9,0.9235123772976287,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ","thekids will probably stay diverted at the kaleidoscope of big , colorful characters . "
99,0,10,10,10,0.7777777777777778,1.0,0.9599346379743452,why make a documentary about these marginal historical figures ? ,why prepare a documentary about these marginal historical figures ? 
367,1,12,12,12,1.0,1.0,1.0000000000000002,there has always been something likable about the marquis de sade . ,there has always been something likable about the marquis de sade . 
352,1,15,15,15,1.0,1.0,1.0000000000000002,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","a swashbuckling tale of love , betrayal , revenge and above all , faith . "
618,0,20,20,20,0.4,0.7,0.7758537479739354,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ","without non-stop techno or the experiential overtones of a kieslowski morality story , maelström is just another winter sleepers . "
270,1,9,9,9,0.8333333333333334,1.0,0.9947786530694933,dense with characters and contains some thrilling moments . ,dense with characters and carry some thrilling moments . 
44,0,19,19,19,0.3216374269005848,0.7,0.8275940096920119,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title non only describes its main characters , but the lazy people behind the camera as well . "
747,1,29,29,29,1.0,1.0,1.0,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . "
470,1,12,12,11,0.8909090909090909,0.9,0.9807348719489603,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,reggio 's continual visual barrage is absorbing as well as thought-beset . 
549,0,6,6,6,1.0,1.0,1.0,a coarse and stupid gross-out . ,a coarse and stupid gross-out . 
127,0,35,35,35,0.8890756302521008,0.9,0.997937172524919,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the damage one pays for being dishonest . "
387,1,14,14,14,0.7362637362637363,1.0,0.9365577193748598,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,director andrew niccol ... manifest a wry savvy of the quirks of fame . 
80,1,18,18,18,1.0,1.0,1.0,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . 
565,1,17,17,17,0.8235294117647058,0.9,0.9769998242976868,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some wonderfully fresh moments that smooth the moral stiffness with human forgivingness and hopefulness . 
300,1,11,11,11,0.34545454545454546,0.9,0.8098749332210895,"fun , flip and terribly hip bit of cinematic entertainment . ","fun , flip and awful hip snatch of cinematic entertainment . "
633,0,13,13,13,1.0,1.0,0.9999999999999998,"still , as a visual treat , the film is almost unsurpassed . ","still , as a visual treat , the film is almost unsurpassed . "
370,0,25,25,24,0.5942028985507246,0.7,0.9536813901450372,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","partway through determine this saccharine , easter-egg-colorize concoction , you realize that it is made up of three episodes of a rejected tv show . "
591,0,9,9,9,0.6666666666666666,1.0,0.921760951761291,i got a headache watching this meaningless downer . ,unity acquire a vexation watching this meaningless downer . 
196,1,17,17,17,0.3382352941176471,0.7,0.38751350472986584,"so , too , is this comedy about mild culture clashing in today 's new delhi . ","so , also , is this comedy about mild culture clashing in nowadays 's raw delhi . "
721,1,9,9,9,0.5555555555555556,1.0,0.9216107646777993,"a poignant , artfully crafted meditation on mortality . ","a poignant , artfully crafted speculation on mortality . "
71,1,28,28,28,0.6772486772486772,0.9,0.9301344287785475,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","finely nuanced in mood tics and dialogue , this bedchamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but rather human berling . "
46,0,17,17,17,1.0,1.0,1.0,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
677,1,16,16,16,1.0,1.0,1.0000000000000002,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ","majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . "
233,0,15,15,15,1.0,1.0,1.0,i 'd have to say the star and director are the big problems here . ,i 'd have to say the star and director are the big problems here . 
791,1,36,36,36,0.8031746031746032,0.9,0.9807348406789574,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ","it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychical abilities offers a solid build-up , a terrific climax , and some decent chills along the way . "
296,0,29,29,29,0.5369458128078818,0.7,0.8924847350920955,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the perceptivity and punch this picture so conspicuously lacks . 
81,0,24,24,24,0.5434782608695652,0.8,0.8515790328995867,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","common might want to hang onto that ski mask , as looting may be the only way to salary for his next project . "
851,0,22,22,22,1.0,1.0,0.9999999999999999,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . "
103,1,14,14,14,0.6923076923076923,0.9,0.9692641751748843,"a gripping movie , played with performances that are all understated and touching . ","a gripping movie , played with execution that are all understated and touching . "
821,1,18,18,18,1.0,1.0,1.0000000000000002,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting and direct , with ghost imagery that shows just enough to keep us on our toes . "
836,0,20,20,20,1.0,1.0,1.0000000000000002,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ","it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . "
464,1,16,16,16,1.0,1.0,1.0000000000000002,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
650,0,10,10,10,0.6888888888888889,1.0,0.7937087971174912,"too slow , too long and too little happens . ","too slow , too long and too little bechance . "
373,0,16,16,16,1.0,1.0,1.0,not since freddy got fingered has a major release been so painful to sit through . ,not since freddy got fingered has a major release been so painful to sit through . 
166,0,30,30,30,0.4436781609195402,0.7,0.6390868051896126,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still take to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . "
379,0,17,17,17,1.0,1.0,1.0,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
363,0,19,19,18,0.8300653594771242,0.9,0.9818099074859302,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,it 's a grab bag of genres that do north't add up to a whole lot of sense . 
214,0,35,35,35,0.6773109243697479,0.8,0.9667947301792149,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far overly clunky , didactic and saddled with scenes that look simply an ill fit for this movie . "
686,1,14,14,14,1.0,1.0,0.9999999999999999,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ","more romantic , more emotional and ultimately more satisfying than the teary-eyed original . "
273,1,12,12,12,0.030303030303030304,0.8,0.7047181034698485,"minority report is exactly what the title indicates , a report . ","minority report is precisely what the style indicates , a report . "
843,0,6,6,6,1.0,1.0,1.0,a wildly inconsistent emotional experience . ,a wildly inconsistent emotional experience . 
699,0,9,9,9,1.0,1.0,1.0000000000000002,"... routine , harmless diversion and little else . ","... routine , harmless diversion and little else . "
663,1,26,26,26,0.4646153846153846,0.7,0.8916535551251588,"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way . ","it testament grip even viewers who are n't concern in rap , as it cuts to the heart of american society in an unnerving way . "
73,1,24,24,24,1.0,1.0,1.0,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . "
623,1,13,13,13,1.0,1.0,1.0,"it is amusing , and that 's all it needs to be . ","it is amusing , and that 's all it needs to be . "
788,1,27,27,27,1.0,1.0,1.0,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters "
175,1,17,17,17,1.0,1.0,0.9999999999999999,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . "
546,0,30,30,30,0.825287356321839,0.9,0.9879495123288311,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead access to creepiness . "
746,1,6,6,5,0.6,1.0,0.9779682841844702,people cinema at its finest . ,people cinema at IT finest . 
866,1,32,32,32,0.4112903225806452,0.8,0.9375506998511919,"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ","the far future may be awing to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . "
167,0,10,10,10,0.7333333333333333,1.0,0.9896102429532215,the end result is a film that 's neither . ,the end resolution is a film that 's neither . 
473,1,30,30,30,0.47126436781609193,0.7,0.723766086061304,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute ascendance of the film 's mood , and buoyed by ternion terrific performances , far from nirvana actually pulls off this stylistic juggling act . "
388,0,12,12,12,1.0,1.0,0.9999999999999999,when leguizamo finally plugged an irritating character late in the movie . ,when leguizamo finally plugged an irritating character late in the movie . 
276,1,24,24,24,0.6159420289855072,0.8,0.9576952425204326,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this rationality and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . "
655,1,14,14,14,0.6263736263736264,0.8,0.9370726772663317,"birthday girl is an amusing joy ride , with some surprisingly violent moments . ","birthday daughter is an amusing joy ride , with some surprisingly fierce moments . "
704,0,14,14,14,1.0,1.0,1.0000000000000002,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... 
570,1,26,26,26,0.8215384615384616,1.0,0.9823206589684743,"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ","seldahl 's barbara is a precise and moving portrait of someone whose world is release upside down , start by passion and then by illness . "
224,1,27,27,27,0.7663817663817664,0.9,0.9818571443284706,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at stake , just a twisty double-cross you can aroma a mile away -- still , the derivative nine king is lots of fun . "
701,0,34,34,33,0.5833333333333334,0.7,0.8700488261481408,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ","even the finest chef calcium n't make a hotdog into anything more than a wienerwurst , and robert de niro ca north't make this movie anything more than a trashy cop buddy comedy . "
332,1,19,19,19,1.0,1.0,0.9999999999999998,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . 
57,0,11,11,11,1.0,1.0,0.9999999999999999,the cold turkey would 've been a far better title . ,the cold turkey would 've been a far better title . 
234,1,8,8,8,1.0,1.0,1.0,affleck and jackson are good sparring partners . ,affleck and jackson are good sparring partners . 
855,1,14,14,14,0.2967032967032967,0.8,0.8337611434721243,it 's fascinating to see how bettany and mcdowell play off each other . ,it 'second fascinating to see how bettany and mcdowell play off each other . 
323,1,8,8,8,1.0,1.0,1.0,a painfully funny ode to bad behavior . ,a painfully funny ode to bad behavior . 
410,1,27,27,27,1.0,1.0,0.9999999999999999,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . 
274,1,40,40,40,0.18974358974358974,0.6,0.7815867935346338,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's intemperately to like a movie about a guy who is perfectly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and destiny , is certainly that . "
67,1,9,9,9,1.0,1.0,0.9999999999999999,"a fast , funny , highly enjoyable movie . ","a fast , funny , highly enjoyable movie . "
216,1,28,28,28,0.671957671957672,0.8,0.9068736283606255,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,the movie sympathise like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 
580,0,27,27,27,0.3789173789173789,0.6,0.7049178049991385,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to restrict as ` worse than expected , ' but ghost ship somehow supervise to coiffe exactly that . "
735,1,24,24,24,1.0,1.0,0.9999999999999998,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
322,0,6,6,6,0.3333333333333333,1.0,0.8554299980813359,that 's pure pr hype . ,that 'entropy pure pr hype . 
217,0,31,31,30,0.3563218390804598,0.6,0.7862907645092658,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","formerly ( kim ) begins to overplay the shock tactics and bait-and-rigging metaphors , you may decide it 'sulphur too high a price to pay for a shimmering picture postcard . "
671,1,29,29,28,0.13227513227513227,0.5,0.9338726685433049,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,two hours fly by -- opera 'sulphur a pleasure when you do n'tetraiodothyronine have to endure break -- and even a novitiate to the form comes away exhilarated . 
511,1,22,22,21,0.8952380952380953,0.9,0.9934684767540539,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a II-actor master class . 
405,1,15,15,14,0.6923076923076923,1.0,0.8201780497541162,"outer-space buffs might love this film , but others will find its pleasures intermittent . ","outer-space buffs might love this film , but others will find IT pleasures intermittent . "
658,1,6,6,6,1.0,1.0,1.0000000000000002,"a smart , witty follow-up . ","a smart , witty follow-up . "
469,0,14,14,14,1.0,1.0,1.0,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . 
146,1,22,22,22,1.0,1.0,1.0000000000000002,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . "
271,0,7,7,7,1.0,1.0,1.0000000000000002,as unseemly as its title suggests . ,as unseemly as its title suggests . 
864,0,8,8,8,0.35714285714285715,1.0,0.9067473819861851,"dull , lifeless , and amateurishly assembled . ","slow , lifeless , and amateurishly assembled . "
252,1,9,9,9,1.0,1.0,1.0,blanchett 's performance confirms her power once again . ,blanchett 's performance confirms her power once again . 
847,0,32,32,32,0.6048387096774194,0.6,0.9677458270410269,"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ","... mafia , rap stars and tough rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal nativity to an unlikely , but likable , hero . ' "
551,0,23,23,23,1.0,1.0,1.0000000000000002,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . 
598,0,20,20,20,0.8210526315789474,0.9,0.9789588504058895,"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ","preposterous , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . "
438,1,44,44,44,0.6173361522198731,0.7,0.9550473085975134,"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ","the movie has an infectious exuberance that will engage anyone with a fugacious interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground kayoed of the refuse of adults . "
597,0,26,26,25,0.7,0.8,0.9544248535848183,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ","visually rather stunning , but ultimately a handsome-reckon bore , the true creativity would have been to fell treasure planet entirely and totally reimagine it . "
804,0,43,43,43,1.0,1.0,1.0,"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ","but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . "
