id,pred_label,orig_len,aug_len,aligned_tokens,kendall_tau,top_k_overlap,cosine_similarity,flip,text,aug_text
6,0,4,4,4,1.0,1.0,0.9999952296235567,False,a sometimes tedious film . ,a sometimes tedious film . 
777,1,27,27,27,0.4188034188034188,0.9,0.787445390188087,False,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . "
825,1,25,25,25,0.16666666666666666,0.6,0.7280482139161297,False,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . 
163,0,40,40,40,0.2512820512820513,0.5,0.525620133850741,False,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , wherefore spend money on a dog care this when you can rent a pedigree instead ? "
714,1,20,20,20,0.24210526315789474,0.7,0.6923765754629574,False,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
856,1,20,20,20,0.5263157894736842,0.7,0.9537097105142455,False,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in a way , the celluloid feels like a breath of fresh air , but only to those that allow it in . "
348,0,6,6,6,0.4666666666666667,1.0,0.8849188625295549,False,just one bad idea after another . ,just unitary bad idea after another . 
837,1,9,9,9,0.6111111111111112,1.0,0.8892794488710437,False,will amuse and provoke adventurous adults in specialty venues . ,testament amuse and chivvy adventurous adults in specialty venues . 
159,1,9,9,9,0.3333333333333333,1.0,0.9276170391752546,False,"like leon , it 's frustrating and still oddly likable . ","same leon , it 's frustrating and still oddly likable . "
220,1,17,17,17,0.39705882352941174,0.7,0.8612825511168246,False,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,the socio-histo-political treatise is told in earnest tread ... ( and ) personal illusion is deconstructed with poignancy . 
781,0,6,6,6,0.4666666666666667,1.0,0.9810996694762456,False,at once half-baked and overheated . ,at once half-baked and overheat . 
344,1,14,14,14,0.27472527472527475,0.7,0.6545952681839614,False,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","there is a fabric of complex ideas here , and flavor that profoundly deepen them . "
862,0,37,37,37,0.15915915915915915,0.5,-0.5854373124172518,True,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive , cheerful , built to inspire the young multitude , set to an unending soundtrack of beach company pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as commove as a sunburn . "
94,1,22,22,22,0.26406926406926406,0.5,0.8639873715598707,False,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ","byler reveals his characters in a way that intrigues and eve fascinates U , and he never reduces the situation to simple melodrama . "
389,1,12,12,12,0.21212121212121213,0.8,-0.2915985667549514,True,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ","thekids will probably stay diverted at the kaleidoscope of big , colorful characters . "
99,0,9,9,9,0.05555555555555555,1.0,0.6660935261463532,False,why make a documentary about these marginal historical figures ? ,why prepare a documentary about these marginal historical figures ? 
367,1,11,11,11,0.7454545454545455,0.9,0.9682990879495313,False,there has always been something likable about the marquis de sade . ,there has always been something likable about the marquis de sade . 
352,1,11,11,11,0.2,0.9,0.8940617932120578,False,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","a swashbuckling tale of love , betrayal , revenge and above all , faith . "
618,0,19,19,19,0.38011695906432746,0.7,0.8995383206226352,False,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ","without non-stop techno or the experiential overtones of a kieslowski morality story , maelström is just another winter sleepers . "
270,1,8,8,8,0.6428571428571429,1.0,0.9629020333355275,False,dense with characters and contains some thrilling moments . ,dense with characters and carry some thrilling moments . 
44,0,17,17,17,0.38235294117647056,0.7,0.9511414337181173,False,"the title not only describes its main characters , but the lazy people behind the camera as well . ","the title non only describes its main characters , but the lazy people behind the camera as well . "
747,1,28,28,28,0.26455026455026454,0.7,0.7962015329259896,False,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . "
470,1,12,12,12,0.6060606060606061,0.9,0.6362413923703669,False,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,reggio 's continual visual barrage is absorbing as well as thought-beset . 
549,0,6,6,6,0.7333333333333333,1.0,0.9740269487639635,False,a coarse and stupid gross-out . ,a coarse and stupid gross-out . 
127,0,32,32,32,0.21370967741935484,0.7,0.7188983617416858,False,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the damage one pays for being dishonest . "
387,1,12,12,12,0.06060606060606061,0.8,0.5264551589213423,False,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,director andrew niccol ... manifest a wry savvy of the quirks of fame . 
80,1,13,13,13,0.5897435897435898,0.8,0.944467734622982,False,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . 
565,1,16,16,16,0.43333333333333335,0.7,0.8284920217834046,False,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,there are some wonderfully fresh moments that smooth the moral stiffness with human forgivingness and hopefulness . 
300,1,9,9,9,0.8333333333333334,1.0,0.7745652565994608,False,"fun , flip and terribly hip bit of cinematic entertainment . ","fun , flip and awful hip snatch of cinematic entertainment . "
643,1,11,11,11,0.2,0.9,-0.7374346753753335,True,"the jabs it employs are short , carefully placed and dead-center . ","the jabs it employs are short , cautiously placed and dead-center . "
633,1,10,10,10,0.7333333333333333,1.0,0.9917433996021207,False,"still , as a visual treat , the film is almost unsurpassed . ","still , as a visual treat , the film is almost unsurpassed . "
370,0,24,24,24,0.34057971014492755,0.7,0.8462394496446101,False,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ","partway through determine this saccharine , easter-egg-colorize concoction , you realize that it is made up of three episodes of a rejected tv show . "
591,0,8,8,8,0.2857142857142857,1.0,0.9142208389297867,False,i got a headache watching this meaningless downer . ,unity acquire a vexation watching this meaningless downer . 
196,1,14,14,14,0.6263736263736264,0.8,0.9587547952514686,False,"so , too , is this comedy about mild culture clashing in today 's new delhi . ","so , also , is this comedy about mild culture clashing in nowadays 's raw delhi . "
721,1,7,7,7,0.7142857142857143,1.0,0.7967705185012008,False,"a poignant , artfully crafted meditation on mortality . ","a poignant , artfully crafted speculation on mortality . "
71,1,26,26,26,0.24307692307692308,0.5,0.5299461978570598,False,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ","finely nuanced in mood tics and dialogue , this bedchamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but rather human berling . "
46,0,16,16,16,0.5166666666666667,0.8,0.9737046709190182,False,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
677,1,14,14,14,0.7802197802197802,0.9,0.9624834874960643,False,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ","majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . "
233,0,14,14,14,0.45054945054945056,0.7,0.9970833429310209,False,i 'd have to say the star and director are the big problems here . ,i 'd have to say the star and director are the big problems here . 
791,1,33,33,33,0.4015151515151515,0.6,0.8304710166416344,False,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ","it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychical abilities offers a solid build-up , a terrific climax , and some decent chills along the way . "
296,0,26,26,26,0.04,0.4,0.8836086612607605,False,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the perceptivity and punch this picture so conspicuously lacks . 
81,0,22,22,22,0.41125541125541126,0.6,0.7658252769808978,False,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ","common might want to hang onto that ski mask , as looting may be the only way to salary for his next project . "
851,0,21,21,21,0.24761904761904763,0.5,0.9624170164570713,False,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . "
103,1,12,12,12,0.36363636363636365,0.8,0.3737576554232456,False,"a gripping movie , played with performances that are all understated and touching . ","a gripping movie , played with execution that are all understated and touching . "
821,1,16,16,16,0.4,0.8,0.8007820294141131,False,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting and direct , with ghost imagery that shows just enough to keep us on our toes . "
836,0,19,19,19,0.6491228070175439,0.8,0.9795995691895996,False,"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ","it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . "
464,0,15,15,15,0.8666666666666667,1.0,0.9855971326124763,False,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
650,0,8,8,8,0.9285714285714286,1.0,0.9557055264693195,False,"too slow , too long and too little happens . ","too slow , too long and too little bechance . "
373,0,15,15,15,0.5428571428571428,0.9,0.9119806563314615,False,not since freddy got fingered has a major release been so painful to sit through . ,not since freddy got fingered has a major release been so painful to sit through . 
166,0,28,28,28,0.5925925925925926,0.9,0.6587898981240902,False,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still take to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . "
379,0,16,16,16,0.43333333333333335,0.7,0.9608060436730764,False,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
363,0,19,19,19,0.4502923976608187,0.5,0.982224987319563,False,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,it 's a grab bag of genres that do north't add up to a whole lot of sense . 
214,0,32,32,32,0.22580645161290322,0.6,0.8705827841011589,False,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far overly clunky , didactic and saddled with scenes that look simply an ill fit for this movie . "
686,1,13,13,13,0.5128205128205128,0.9,0.9520938091307098,False,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ","more romantic , more emotional and ultimately more satisfying than the teary-eyed original . "
273,0,10,10,10,0.7777777777777778,1.0,0.04292945094718284,True,"minority report is exactly what the title indicates , a report . ","minority report is precisely what the style indicates , a report . "
843,0,5,5,5,0.8,1.0,0.9999991858912015,False,a wildly inconsistent emotional experience . ,a wildly inconsistent emotional experience . 
699,0,6,6,6,1.0,1.0,0.9940088475137531,False,"... routine , harmless diversion and little else . ","... routine , harmless diversion and little else . "
663,1,25,25,25,0.36666666666666664,0.7,0.8713112776353878,False,"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way . ","it testament grip even viewers who are n't concern in rap , as it cuts to the heart of american society in an unnerving way . "
73,1,20,20,20,0.6421052631578947,0.9,0.957633913202154,False,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . "
623,1,11,11,11,0.7090909090909091,0.9,0.9515501621123059,False,"it is amusing , and that 's all it needs to be . ","it is amusing , and that 's all it needs to be . "
788,1,25,25,25,0.3933333333333333,0.8,0.8519909116324659,False,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters "
175,1,15,15,15,0.4857142857142857,0.8,0.9761852119918409,False,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . "
546,0,28,28,28,0.35978835978835977,0.6,0.8840401934863565,False,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead access to creepiness . "
746,1,5,5,4,1.0,1.0,0.9975758984985719,False,people cinema at its finest . ,people cinema at IT finest . 
866,1,29,29,29,0.3497536945812808,0.8,0.7230658278124659,False,"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ","the far future may be awing to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . "
167,0,9,9,9,0.6111111111111112,1.0,0.9958145268359241,False,the end result is a film that 's neither . ,the end resolution is a film that 's neither . 
473,1,26,26,26,0.2246153846153846,0.5,0.7665969013149548,False,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ","thanks to haynes ' absolute ascendance of the film 's mood , and buoyed by ternion terrific performances , far from nirvana actually pulls off this stylistic juggling act . "
388,0,11,11,11,0.6727272727272727,0.9,0.9783827269728851,False,when leguizamo finally plugged an irritating character late in the movie . ,when leguizamo finally plugged an irritating character late in the movie . 
276,1,21,21,21,0.41904761904761906,0.7,0.8813924273893751,False,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this rationality and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . "
655,1,12,12,12,0.5454545454545454,0.9,0.44344522625602784,False,"birthday girl is an amusing joy ride , with some surprisingly violent moments . ","birthday daughter is an amusing joy ride , with some surprisingly fierce moments . "
704,1,14,14,14,0.6703296703296703,0.8,0.9806766875506041,False,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... 
570,1,24,24,24,0.3115942028985507,0.6,0.8475385780402658,False,"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ","seldahl 's barbara is a precise and moving portrait of someone whose world is release upside down , start by passion and then by illness . "
224,1,24,24,24,0.463768115942029,0.7,0.972070677643655,False,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at stake , just a twisty double-cross you can aroma a mile away -- still , the derivative nine king is lots of fun . "
701,0,34,34,34,0.20499108734402852,0.6,0.9376455978236534,False,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ","even the finest chef calcium n't make a hotdog into anything more than a wienerwurst , and robert de niro ca north't make this movie anything more than a trashy cop buddy comedy . "
332,1,16,16,16,0.6166666666666667,0.9,0.9681038050735886,False,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . 
57,0,10,10,10,0.7333333333333333,1.0,0.9751581028837133,False,the cold turkey would 've been a far better title . ,the cold turkey would 've been a far better title . 
234,1,7,7,7,0.7142857142857143,1.0,0.9890688478325884,False,affleck and jackson are good sparring partners . ,affleck and jackson are good sparring partners . 
855,1,13,13,13,0.5128205128205128,0.8,0.923650774103021,False,it 's fascinating to see how bettany and mcdowell play off each other . ,it 'second fascinating to see how bettany and mcdowell play off each other . 
323,1,7,7,7,0.8095238095238095,1.0,0.9964746719612041,False,a painfully funny ode to bad behavior . ,a painfully funny ode to bad behavior . 
410,1,26,26,26,0.3230769230769231,0.6,0.9228013177204634,False,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . 
274,1,36,36,36,0.26031746031746034,0.5,0.5533442914551733,False,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's intemperately to like a movie about a guy who is perfectly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and destiny , is certainly that . "
67,1,6,6,6,0.6,1.0,0.9953547679637204,False,"a fast , funny , highly enjoyable movie . ","a fast , funny , highly enjoyable movie . "
216,1,27,27,27,0.16809116809116809,0.5,0.47679759618772294,False,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,the movie sympathise like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 
580,0,23,23,23,0.2490118577075099,0.8,0.6857322827275995,False,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ","it takes a certain kind of horror movie to restrict as ` worse than expected , ' but ghost ship somehow supervise to coiffe exactly that . "
735,1,22,22,22,0.2987012987012987,0.7,0.9622499903187155,False,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
322,0,5,5,5,0.0,1.0,0.8319867078646098,False,that 's pure pr hype . ,that 'entropy pure pr hype . 
217,0,29,29,29,0.1625615763546798,0.6,0.8579173399986484,False,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","formerly ( kim ) begins to overplay the shock tactics and bait-and-rigging metaphors , you may decide it 'sulphur too high a price to pay for a shimmering picture postcard . "
671,1,27,27,27,0.31054131054131057,0.7,0.9086548654892308,False,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,two hours fly by -- opera 'sulphur a pleasure when you do n'tetraiodothyronine have to endure break -- and even a novitiate to the form comes away exhilarated . 
511,1,22,22,22,0.2554112554112554,0.6,0.728913794927851,False,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a II-actor master class . 
405,1,14,14,13,0.6923076923076923,0.8,0.9253749430386811,False,"outer-space buffs might love this film , but others will find its pleasures intermittent . ","outer-space buffs might love this film , but others will find IT pleasures intermittent . "
658,1,5,5,5,0.8,1.0,0.9892323257999691,False,"a smart , witty follow-up . ","a smart , witty follow-up . "
469,0,13,13,13,0.46153846153846156,0.7,0.8214546040008104,False,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . 
146,1,21,21,21,0.24761904761904763,0.6,0.9129983811822646,False,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . "
271,0,6,6,6,1.0,1.0,0.999949598266045,False,as unseemly as its title suggests . ,as unseemly as its title suggests . 
864,0,5,5,5,0.4,1.0,0.9840973749386095,False,"dull , lifeless , and amateurishly assembled . ","slow , lifeless , and amateurishly assembled . "
252,1,8,8,8,0.5714285714285714,1.0,0.9008065923157781,False,blanchett 's performance confirms her power once again . ,blanchett 's performance confirms her power once again . 
