"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ","sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0.9440360069274902,0.9440360069274902,1,1,0,1,"Skipped"
"may be far from the best of the series , but it 's [[assured]] , [[wonderfully]] respectful of its past and [[thrilling]] enough to make it [[abundantly]] clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be far from the best of the series , but it 's [[stresses]] , [[appallingly]] respectful of its past and [[hallucinatory]] enough to make it [[highly]] clear that this movie phenomenon has once again reinvented itself for a new generation . ",0.00012600421905517578,0.7148047685623169,1,0,1,189,"Successful"
"although german cooking does not come readily to mind when [[considering]] the world 's [[best]] cuisine , mostly martha could [[make]] deutchland a [[popular]] destination for hungry tourists . ","although german cooking does not come readily to mind when [[consideration]] the world 's [[upper]] cuisine , mostly martha could [[translating]] deutchland a [[fashionable]] destination for hungry tourists . ",0.0016230344772338867,0.6391350626945496,1,0,1,158,"Successful"
"we know the plot 's a little crazy , but it [[held]] my interest from start to finish . ","we know the plot 's a little crazy , but it [[apprehended]] my interest from start to finish . ",0.0025880932807922363,0.8903710842132568,1,0,1,45,"Successful"
"vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ","vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ",0.9795752167701721,0.9795752167701721,1,1,0,1,"Skipped"
"coughs and [[sputters]] on its own postmodern [[conceit]] . ","coughs and [[crackles]] on its own postmodern [[graceful]] . ",0.00031316280364990234,0.9867300391197205,0,1,0,74,"Successful"
"a [[gorgeous]] , [[witty]] , [[seductive]] [[movie]] . ","a [[leggy]] , [[psychiatric]] , [[leggy]] [[teatro]] . ",0.00011217594146728516,0.9876167178153992,1,0,1,137,"Successful"
"[[thanks]] to scott 's charismatic [[roger]] and eisenberg 's [[sweet]] nephew , [[roger]] dodger is one of the most [[compelling]] variations on in the [[company]] of men . ","[[reconnaissance]] to scott 's charismatic [[rogers]] and eisenberg 's [[fluffy]] nephew , [[rog]] dodger is one of the most [[irrefutable]] variations on in the [[society]] of men . ",0.0001232624053955078,0.6296517848968506,1,0,1,161,"Successful"
"this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ","this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ",0.999311625957489,0.999311625957489,1,1,0,1,"Skipped"
"corny , schmaltzy and predictable , but still manages to be kind of [[heartwarming]] , nonetheless . ","corny , schmaltzy and predictable , but still manages to be kind of [[droll]] , nonetheless . ",0.0006301999092102051,0.9541510343551636,1,0,1,45,"Successful"
"an occasionally funny , but overall [[limp]] , fish-out-of-water story . ","an occasionally funny , but overall [[gentle]] , fish-out-of-water story . ",0.0005115270614624023,0.992822527885437,0,1,0,23,"Successful"
"not far beneath the surface , this reconfigured [[tale]] [[asks]] disturbing questions about those things we expect from military epics . ","not far beneath the surface , this reconfigured [[annals]] [[asked]] disturbing questions about those things we expect from military epics . ",0.012339890003204346,0.880922794342041,1,0,1,69,"Successful"
"there 's really only one good idea in this movie , but the director runs with it and [[presents]] it with an [[unforgettable]] visual panache . ","there 's really only one good idea in this movie , but the director runs with it and [[puts]] it with an [[whopping]] visual panache . ",0.0004337430000305176,0.8792555332183838,1,0,1,100,"Successful"
"it 's an offbeat [[treat]] that pokes fun at the democratic exercise while also examining its significance for those who take part . ","it 's an offbeat [[broached]] that pokes fun at the democratic exercise while also examining its significance for those who take part . ",0.00032579898834228516,0.8497072458267212,1,0,1,60,"Successful"
"a broad , [[melodramatic]] estrogen [[opera]] that 's pretty [[toxic]] in its own right . ","a broad , [[suspenseful]] estrogen [[cinematic]] that 's pretty [[injurious]] in its own right . ",0.0004356503486633301,0.9952945709228516,0,1,0,76,"Successful"
"[[bad]] . ","[[injurious]] . ",0.0002301335334777832,0.029192030429840088,0,0,0,17,"Failed"
"the man from elysian fields is a cold , bliss-less [[work]] that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the man from elysian fields is a cold , bliss-less [[working]] that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0.20784199237823486,0.5790214538574219,0,1,0,62,"Successful"
"and if you 're not nearly [[moved]] to [[tears]] by a couple of scenes , you 've [[got]] ice water in your veins . ","and if you 're not nearly [[transports]] to [[sobbing]] by a couple of scenes , you 've [[gotten]] ice water in your veins . ",0.001094222068786621,0.9748475551605225,1,0,1,90,"Successful"
"this is [[human]] comedy at its most [[amusing]] , [[interesting]] and [[confirming]] . ","this is [[humans]] comedy at its most [[distracting]] , [[curiosity]] and [[reiterate]] . ",0.00017178058624267578,0.9613690972328186,1,0,1,127,"Successful"
"add yet another hat to a [[talented]] head , [[clooney]] 's a [[good]] director . ","add yet another hat to a [[knack]] head , [[clones]] 's a [[guten]] director . ",0.00012111663818359375,0.9786116480827332,1,0,1,66,"Successful"
"the [[film]] 's hackneyed message is not [[helped]] by the [[thin]] characterizations , nonexistent [[plot]] and pretentious visual [[style]] . ","the [[stills]] 's hackneyed message is not [[pomoc]] by the [[skinny]] characterizations , nonexistent [[conspiracy]] and pretentious visual [[elegance]] . ",0.00022977590560913086,0.6681992411613464,0,1,0,176,"Successful"
"far more [[imaginative]] and [[ambitious]] than the trivial , cash-in features nickelodeon has made from its other animated tv series . ","far more [[imaginary]] and [[arduous]] than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",0.00025922060012817383,0.9976339340209961,1,0,1,54,"Successful"
"[[gives]] you the [[steady]] pulse of [[life]] in a [[beautiful]] city viewed through the [[eyes]] of a character who , in [[spite]] of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","[[stipulates]] you the [[incessant]] pulse of [[survival]] in a [[super]] city viewed through the [[squint]] of a character who , in [[wretchedness]] of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",0.00019413232803344727,0.9793373346328735,1,0,1,220,"Successful"
"first-time writer-director serry shows a [[remarkable]] [[gift]] for storytelling with this [[moving]] , effective little [[film]] . ","first-time writer-director serry shows a [[unpaid]] [[donate]] for storytelling with this [[move]] , effective little [[cinematography]] . ",0.00012302398681640625,0.6504926085472107,1,0,1,141,"Successful"
"[[directed]] in a paint-by-numbers manner . ","[[orientated]] in a paint-by-numbers manner . ",0.002158522605895996,0.9985734820365906,0,1,0,51,"Successful"
"this is the [[sort]] of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot [[device]] [[left]] standing . ","this is the [[marshalling]] of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot [[regimes]] [[forgot]] standing . ",0.0027130842208862305,0.5321716070175171,0,1,0,117,"Successful"
"a sometimes [[tedious]] film . ","a sometimes [[uphill]] film . ",0.0004954338073730469,0.8896192908287048,0,1,0,42,"Successful"
"by candidly [[detailing]] the politics involved in the creation of an [[extraordinary]] [[piece]] of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ","by candidly [[outlined]] the politics involved in the creation of an [[whopping]] [[snippet]] of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",0.0003325939178466797,0.95039302110672,1,0,1,134,"Successful"
"[[candid]] and [[comfortable]] ; a [[film]] that deftly balances [[action]] and reflection as it [[lets]] you grasp and [[feel]] the [[passion]] others [[have]] for their [[work]] . ","[[franc]] and [[uneasy]] ; a [[theatres]] that deftly balances [[measurements]] and reflection as it [[activation]] you grasp and [[olfactory]] the [[exaltation]] others [[got]] for their [[workplace]] . ",0.00014603137969970703,0.7497203350067139,1,0,1,288,"Successful"
"slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[costs]] a family of four about $ 40 to [[see]] a film in theaters , why [[spend]] [[money]] on a [[dog]] like this when you can rent a [[pedigree]] [[instead]] ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it [[honorarium]] a family of four about $ 40 to [[embrace]] a film in theaters , why [[devoting]] [[amount]] on a [[yorkie]] like this when you can rent a [[ancestral]] [[somewhat]] ? ",0.001576542854309082,0.6359802484512329,0,1,0,222,"Successful"
"( a ) n utterly [[charming]] and [[hilarious]] [[film]] that reminded me of the best of the [[disney]] comedies from the 60s . ","( a ) n utterly [[cutie]] and [[unfunny]] [[moviemaking]] that reminded me of the best of the [[pixar]] comedies from the 60s . ",0.00011849403381347656,0.579003095626831,1,0,1,72,"Successful"
"in a way , the film feels like a [[breath]] of fresh air , but only to those that allow it in . ","in a way , the film feels like a [[wheezes]] of fresh air , but only to those that allow it in . ",0.005476951599121094,0.9060428142547607,1,0,1,32,"Successful"
"just one [[bad]] [[idea]] after another . ","just one [[unfavourable]] [[ideal]] after another . ",0.0002678036689758301,0.9927325248718262,0,1,0,81,"Successful"
"will [[amuse]] and provoke [[adventurous]] adults in specialty venues . ","will [[bother]] and provoke [[unashamed]] adults in specialty venues . ",0.0001614093780517578,0.9904939532279968,1,0,1,56,"Successful"
"like leon , it 's frustrating and still oddly [[likable]] . ","like leon , it 's frustrating and still oddly [[unlikable]] . ",0.00015151500701904297,0.9977176189422607,1,0,1,38,"Successful"
"the socio-histo-political treatise is told in [[earnest]] strides ... ( and ) personal illusion is deconstructed with poignancy . ","the socio-histo-political treatise is told in [[gravest]] strides ... ( and ) personal illusion is deconstructed with poignancy . ",0.008615374565124512,0.9763617515563965,1,0,1,29,"Successful"
"at once half-baked and [[overheated]] . ","at once half-baked and [[warming]] . ",0.0005339980125427246,0.9986969232559204,0,1,0,8,"Successful"
"there is a fabric of complex ideas here , and feelings that profoundly [[deepen]] them . ","there is a fabric of complex ideas here , and feelings that profoundly [[worsening]] them . ",0.0004431605339050293,0.9983150959014893,1,0,1,57,"Successful"
"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as [[exciting]] as a sunburn . ","it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as [[excite]] as a sunburn . ",0.22170603275299072,0.824993908405304,0,1,0,36,"Successful"
"byler [[reveals]] his characters in a way that intrigues and even fascinates us , and he never [[reduces]] the situation to simple melodrama . ","byler [[divulged]] his characters in a way that intrigues and even fascinates us , and he never [[mitigating]] the situation to simple melodrama . ",0.00022357702255249023,0.5320441126823425,1,0,1,103,"Successful"
"thekids will probably stay [[amused]] at the kaleidoscope of big , colorful characters . ","thekids will probably stay [[exasperated]] at the kaleidoscope of big , colorful characters . ",0.00715184211730957,0.9959002733230591,1,0,1,48,"Successful"
"why make a [[documentary]] about these [[marginal]] historical [[figures]] ? ","why make a [[wrote]] about these [[modest]] historical [[fingers]] ? ",0.0025220513343811035,0.9759269952774048,0,1,0,111,"Successful"
"there has always been something [[likable]] about the marquis de sade . ","there has always been something [[unlikable]] about the marquis de sade . ",0.0005105733871459961,0.9932668805122375,1,0,1,30,"Successful"
"a swashbuckling [[tale]] of [[love]] , betrayal , revenge and above all , faith . ","a swashbuckling [[retold]] of [[iove]] , betrayal , revenge and above all , faith . ",0.00032269954681396484,0.9845824241638184,1,0,1,62,"Successful"
"without non-stop techno or the [[existential]] [[overtones]] of a kieslowski morality tale , maelström is just another winter sleepers . ","without non-stop techno or the [[spiritual]] [[subtleties]] of a kieslowski morality tale , maelström is just another winter sleepers . ",0.047754764556884766,0.5364511013031006,0,1,0,52,"Successful"
"dense with characters and [[contains]] some [[thrilling]] moments . ","dense with characters and [[implies]] some [[hallucinatory]] moments . ",0.00013589859008789062,0.982261598110199,1,0,1,86,"Successful"
"the title not only describes its main characters , but the [[lazy]] people behind the camera as well . ","the title not only describes its main characters , but the [[unmotivated]] people behind the camera as well . ",0.004431307315826416,0.9874147772789001,0,1,0,10,"Successful"
"what 's [[surprising]] about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly [[engage]] you . ","what 's [[staggering]] about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly [[incur]] you . ",0.0004031062126159668,0.9454703330993652,1,0,1,83,"Successful"
"reggio 's continual visual barrage is [[absorbing]] as [[well]] as thought-provoking . ","reggio 's continual visual barrage is [[assimilation]] as [[better]] as thought-provoking . ",0.00012576580047607422,0.9944432377815247,1,0,1,56,"Successful"
"a [[coarse]] and [[stupid]] gross-out . ","a [[rudd]] and [[nitwit]] gross-out . ",0.00019091367721557617,0.0031835436820983887,0,0,0,53,"Failed"
"in the end , we are left with something like two ships passing in the night [[rather]] than any [[insights]] into gay love , chinese society or the price one pays for being dishonest . ","in the end , we are left with something like two ships passing in the night [[perfectly]] than any [[delusions]] into gay love , chinese society or the price one pays for being dishonest . ",0.00036406517028808594,0.9913577437400818,0,1,0,95,"Successful"
"[[director]] andrew niccol ... demonstrates a wry [[understanding]] of the [[quirks]] of [[fame]] . ","[[mgr]] andrew niccol ... demonstrates a wry [[consist]] of the [[failings]] of [[starvation]] . ",0.00018209218978881836,0.9609087705612183,1,0,1,167,"Successful"
"the draw ( for `` [[big]] bad love '' ) is a [[solid]] performance by arliss howard . ","the draw ( for `` [[wholesale]] bad love '' ) is a [[stabilised]] performance by arliss howard . ",0.00014722347259521484,0.9778515100479126,1,0,1,93,"Successful"
"there are some [[wonderfully]] [[fresh]] [[moments]] that [[smooth]] the moral stiffness with human [[kindness]] and hopefulness . ","there are some [[unspeakably]] [[loads]] [[minutes]] that [[faultless]] the moral stiffness with human [[goodness]] and hopefulness . ",0.00011682510375976562,0.9066759347915649,1,0,1,166,"Successful"
"[[fun]] , flip and terribly [[hip]] bit of cinematic entertainment . ","[[distracting]] , flip and terribly [[peep]] bit of cinematic entertainment . ",0.00013816356658935547,0.9965920448303223,1,0,1,47,"Successful"
"the jabs it employs are short , [[carefully]] placed and dead-center . ","the jabs it employs are short , [[harshly]] placed and dead-center . ",0.4078657627105713,0.9982385635375977,1,0,1,52,"Successful"
"still , as a visual [[treat]] , the film is almost unsurpassed . ","still , as a visual [[cure]] , the film is almost unsurpassed . ",0.0049002766609191895,0.9854663014411926,1,0,1,55,"Successful"
"partway through watching this [[saccharine]] , easter-egg-colored [[concoction]] , you [[realize]] that it is made up of three episodes of a [[rejected]] [[tv]] show . ","partway through watching this [[wistful]] , easter-egg-colored [[spiced]] , you [[understanding]] that it is made up of three episodes of a [[refusal]] [[nunez]] show . ",0.0002785325050354004,0.6548182964324951,0,1,0,124,"Successful"
"i [[got]] a [[headache]] [[watching]] this [[meaningless]] downer . ","i [[enjoys]] a [[jigsaw]] [[admiring]] this [[claptrap]] downer . ",0.00021272897720336914,0.9955702424049377,0,1,0,135,"Successful"
"so , too , is this [[comedy]] about mild [[culture]] clashing in today 's new delhi . ","so , too , is this [[ridicule]] about mild [[crops]] clashing in today 's new delhi . ",0.006426870822906494,0.9984535574913025,1,0,1,61,"Successful"
"a [[poignant]] , [[artfully]] crafted [[meditation]] on mortality . ","a [[depressing]] , [[shrewdly]] crafted [[zazen]] on mortality . ",0.0001380443572998047,0.9759151339530945,1,0,1,84,"Successful"
"[[exquisitely]] nuanced in mood tics and dialogue , this chamber drama is [[superbly]] acted by the deeply [[appealing]] veteran bouquet and the [[chilling]] but quite human berling . ","[[staggeringly]] nuanced in mood tics and dialogue , this chamber drama is [[appallingly]] acted by the deeply [[attempting]] veteran bouquet and the [[colder]] but quite human berling . ",0.00014638900756835938,0.7260472178459167,1,0,1,179,"Successful"
"a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and [[emptiness]] . ","a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and [[empties]] . ",0.03990209102630615,0.9976495504379272,0,1,0,29,"Successful"
"majidi is an unconventional [[storyteller]] , capable of finding [[beauty]] in the most depressing [[places]] . ","majidi is an unconventional [[announcer]] , capable of finding [[bella]] in the most depressing [[placements]] . ",0.000779271125793457,0.9613790512084961,1,0,1,93,"Successful"
"i 'd have to say the star and director are the big [[problems]] here . ","i 'd have to say the star and director are the big [[things]] here . ",0.0004374384880065918,0.9991561770439148,0,1,0,57,"Successful"
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ","it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0.9997914433479309,0.9997914433479309,1,1,0,1,"Skipped"
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this [[picture]] [[so]] [[conspicuously]] [[lacks]] . ","its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this [[photographed]] [[once]] [[vividly]] [[impossibility]] . ",0.00039631128311157227,0.5251677632331848,0,1,0,142,"Successful"
"green [[might]] [[want]] to hang onto that ski [[mask]] , as robbery may be the only [[way]] to [[pay]] for his next project . ","green [[risque]] [[will]] to hang onto that ski [[skin]] , as robbery may be the only [[paths]] to [[owed]] for his next project . ",0.0003572702407836914,0.7795752882957458,0,1,0,207,"Successful"
"impostor has a handful of thrilling moments and a couple of good performances , but the [[movie]] does n't [[quite]] fly . ","impostor has a handful of thrilling moments and a couple of good performances , but the [[films]] does n't [[belle]] fly . ",0.0008577108383178711,0.5054752826690674,0,1,0,54,"Successful"
"a [[gripping]] movie , played with performances that are all understated and [[touching]] . ","a [[hallucinatory]] movie , played with performances that are all understated and [[poked]] . ",0.00013053417205810547,0.9877476096153259,1,0,1,60,"Successful"
"[[exciting]] and [[direct]] , with ghost [[imagery]] that shows just enough to [[keep]] [[us]] on our [[toes]] . ","[[scintillating]] and [[straight]] , with ghost [[imaging]] that shows just enough to [[remained]] [[our]] on our [[shins]] . ",0.0001283884048461914,0.7259005308151245,1,0,1,138,"Successful"
"it 's too self-important and [[plodding]] to [[be]] [[funny]] , and too clipped and [[abbreviated]] to be an epic . ","it 's too self-important and [[galloping]] to [[is]] [[funniest]] , and too clipped and [[concise]] to be an epic . ",0.00026041269302368164,0.9830752015113831,0,1,0,125,"Successful"
"intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ","intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ",0.9228362441062927,0.9228362441062927,0,0,1,1,"Skipped"
"too [[slow]] , too [[long]] and too [[little]] [[happens]] . ","too [[lent]] , too [[longer]] and too [[modest]] [[penetrates]] . ",0.0005425810813903809,0.11362963914871216,0,0,0,78,"Failed"
"not since freddy got fingered has a major release been so [[painful]] to sit through . ","not since freddy got fingered has a major release been so [[poignant]] to sit through . ",0.004071652889251709,0.9211006760597229,0,1,0,48,"Successful"
"characters still [[need]] to [[function]] according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still [[compels]] to [[roles]] according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0.0012212395668029785,0.8738643527030945,0,1,0,95,"Successful"
"[[tries]] to add some spice to its quirky sentiments but the [[taste]] is all too [[familiar]] . ","[[yearn]] to add some spice to its quirky sentiments but the [[tasty]] is all too [[knowledgeable]] . ",0.00038868188858032227,0.8113390803337097,0,1,0,114,"Successful"
"it 's a grab bag of genres that [[do]] n't [[add]] up to a whole [[lot]] of [[sense]] . ","it 's a grab bag of genres that [[could]] n't [[include]] up to a whole [[myriad]] of [[senses]] . ",0.00024324655532836914,0.8499220013618469,0,1,0,82,"Successful"
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an [[ill]] fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an [[wicked]] fit for this movie . ",0.002476513385772705,0.6527752876281738,0,1,0,43,"Successful"
"more [[romantic]] , more [[emotional]] and ultimately more [[satisfying]] than the teary-eyed [[original]] . ","more [[sappy]] , more [[psychiatric]] and ultimately more [[salubrious]] than the teary-eyed [[initial]] . ",0.00016069412231445312,0.998670756816864,1,0,1,77,"Successful"
"minority report is exactly what the title indicates , a report . ","minority report is exactly what the title indicates , a report . ",0.8573415279388428,0.8573415279388428,0,0,1,1,"Skipped"
"a wildly [[inconsistent]] emotional experience . ","a wildly [[nutty]] emotional experience . ",0.001937568187713623,0.9979770183563232,0,1,0,54,"Successful"
"... routine , harmless diversion and little else . ","... routine , harmless diversion and little else . ",0.993388831615448,0.993388831615448,0,0,1,1,"Skipped"
"it [[will]] grip even viewers who are n't interested in rap , as it cuts to the [[heart]] of american [[society]] in an unnerving way . ","it [[wanna]] grip even viewers who are n't interested in rap , as it cuts to the [[nub]] of american [[societal]] in an unnerving way . ",0.0011864900588989258,0.5193213224411011,1,0,1,71,"Successful"
"one of creepiest , scariest movies to come along in a long , long [[time]] , easily rivaling blair witch or the others . ","one of creepiest , scariest movies to come along in a long , long [[stardate]] , easily rivaling blair witch or the others . ",0.02531224489212036,0.867866575717926,1,0,1,55,"Successful"
"it is [[amusing]] , and that 's all it needs to be . ","it is [[distracting]] , and that 's all it needs to be . ",0.00017446279525756836,0.9990872144699097,1,0,1,16,"Successful"
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the [[expense]] of its characters ","based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the [[dues]] of its characters ",0.00025922060012817383,0.9268530011177063,1,0,1,64,"Successful"
"bleakly [[funny]] , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly [[droll]] , its characters all the more touching for refusing to pity or memorialize themselves . ",0.0015377998352050781,0.9923412799835205,1,0,1,44,"Successful"
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",0.9648333191871643,0.9648333191871643,0,0,1,1,"Skipped"
"people cinema at its [[finest]] . ","people cinema at its [[worst]] . ",0.0001462697982788086,0.9997934699058533,1,0,1,37,"Successful"
"the far future may be [[awesome]] to consider , but from period detail to matters of the [[heart]] , this [[film]] is most [[transporting]] when it stays put in the past . ","the far future may be [[magnifique]] to consider , but from period detail to matters of the [[cardiology]] , this [[movies]] is most [[cargoes]] when it stays put in the past . ",0.0009781122207641602,0.9645885825157166,1,0,1,71,"Successful"
"the [[end]] [[result]] is a [[film]] that 's neither . ","the [[expires]] [[attainment]] is a [[photographer]] that 's neither . ",0.000273287296295166,0.0011832714080810547,0,0,0,129,"Failed"
"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[heaven]] actually [[pulls]] off this stylistic juggling act . ","thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from [[ciel]] actually [[attracts]] off this stylistic juggling act . ",0.0004601478576660156,0.7856253981590271,1,0,1,56,"Successful"
"when leguizamo finally [[plugged]] an [[irritating]] character late in the movie . ","when leguizamo finally [[reconnect]] an [[unnerving]] character late in the movie . ",0.0007086992263793945,0.9884552359580994,0,1,0,101,"Successful"
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a [[medal]] . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a [[ornamentation]] . ",0.0025621652603149414,0.8583167791366577,1,0,1,30,"Successful"
"birthday girl is an [[amusing]] [[joy]] ride , with some surprisingly violent moments . ","birthday girl is an [[distracting]] [[hei]] ride , with some surprisingly violent moments . ",0.00016891956329345703,0.9891608357429504,1,0,1,70,"Successful"
"a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ","a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ",0.8487023115158081,0.8487023115158081,1,1,0,1,"Skipped"
"seldahl 's barbara is a [[precise]] and [[moving]] [[portrait]] of [[someone]] whose world is turned upside down , first by passion and then by illness . ","seldahl 's barbara is a [[exact]] and [[transport]] [[sketch]] of [[personality]] whose world is turned upside down , first by passion and then by illness . ",0.00033223628997802734,0.9818569421768188,1,0,1,93,"Successful"
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[fun]] . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of [[gratifying]] . ",0.000773310661315918,0.8439112305641174,1,0,1,51,"Successful"
"even the finest [[chef]] ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't [[make]] this movie anything more than a trashy [[cop]] buddy comedy . ","even the finest [[director]] ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't [[brings]] this movie anything more than a trashy [[cops]] buddy comedy . ",0.005666851997375488,0.6240553855895996,0,1,0,135,"Successful"
"broomfield turns his distinctive ` blundering ' [[style]] into something that could really help clear up the case . ","broomfield turns his distinctive ` blundering ' [[mode]] into something that could really help clear up the case . ",0.02716130018234253,0.8718017339706421,1,0,1,25,"Successful"
"the [[cold]] turkey would 've been a far [[better]] title . ","the [[coolest]] turkey would 've been a far [[well]] title . ",0.002665221691131592,0.9347570538520813,0,1,0,24,"Successful"
